,Unnamed: 0,Mandatory FEMP Standby Power Requirement,Declared Standby Power,Product Category,Company Name - Brand Name,Model Name,Model Number,Additional Model Information,UNSPSC Code,ENAC Code,Wake on LAN (WOL) Status as Shipped (Workstations Only),Notes
487,72,Compliant,0 to 1 W,"Telephones - Corded, Analog","VTech Telecommunications, Ltd. - VTECH",CS6649-2,CS6649-2,",CS6648-2,2 Handsets + 1 Base + 2 chargers; ,CS6649,1 Handset + 1 Base + 1 charger; ,CS6649-2,2 Handsets + 1 Base + 2 chargers; ,CS6649-3,1 Handset + 1 Base + 1 charger; ,CS664Z-XY,X Handsets + 1 Base + (X) chargers",43191509,-,,
488,73,Compliant,0 to 1 W,"Telephones - Corded, Analog","VTech Telecommunications, Ltd. - VTECH",CS6949-2,CS6949-2,",CS6949,1HS+1BS(W/ ITAD)+1charger; ,CS6949-2,1HS+1BS(W/ ITAD)+1charger; ,CS6949-3,3HS+1BS(W/ ITAD)+3chargers; ,CS694Z-XY,XHS+1BS(W/ ITAD)+Xchargers",43191509,-,,
489,74,Compliant,0 to 1 W,"Telephones - Corded, Analog","VTech Telecommunications, Ltd. - AT&T",DECT phone,SB67248,,43191509,-,,
490,76,Compliant,0 to 1 W,"Telephones - Corded, Analog","VTech Telecommunications, Ltd. - Clarity",E814CC,E814CC,",E814CC,1 Handset + 1 Base + 1 Charger",43191509,-,,
491,77,Compliant,0 to 1 W,"Telephones - Corded, Analog","VTech Telecommunications, Ltd. - VTECH",DS6642-4A,DS6642-4A,",8025246,2HS+1BS(W/ ITAD)+1 Charger; ,DS6641,1HS+1BS(W/ ITAD); ,DS6642-4,4HS+1BS(W/ ITAD)+3Chargers; ,DS6642-4A,4HS+1BS(W/ ITAD)+3Chargers; ,DS664Z-XY,XHS+1BS(W/ ITAD)+(X-1)Charger(s)",43191509,-,,
492,81,Compliant,0 to 1 W,"Telephones - Corded, Analog","VTech Telecommunications, Ltd. - VTECH",SN1127,SN1127,",SN112#-*SN112#-#,; ,SN112*-#,1 base with corded handset; ,SN112*-*,1 base with corded handset; ,SN1127,1 base with corded handset",43191509,-,,
493,56,Compliant,0 to 1 W,"Telephones - Corded, Voice over Internet Protocol - VoIP",HP Inc. - Poly,VVX D230,VVX D230,,43191508,-,,
494,78,Compliant,0 to 1 W,"Telephones - Corded, Voice over Internet Protocol - VoIP","VTech Telecommunications, Ltd. - VTECH",DECT Cordless Deskset,M58,,43191508,-,,
495,79,Compliant,0 to 1 W,"Telephones - Corded, Voice over Internet Protocol - VoIP","VTech Telecommunications, Ltd. - VTECH",S1100,S1100,",S1100,SIP Corded Phone with Single Line & no key board; ,S1210,SIP Corded Phone with Single Line; ,S1220,SIP Corded Phone with Two Lines",43191508,-,,
496,80,Compliant,0 to 1 W,"Telephones - Corded, Voice over Internet Protocol - VoIP","VTech Telecommunications, Ltd. - VTECH",S2211,S2211,",S2211,SIP Corded Phone with Single Line; ,S2221,SIP Corded Phone with Two Lines",43191508,-,,
497,89,Non-compliant,1.1 to 2 W,"Telephones - Conference, Analog","VTech Telecommunications, Ltd. - VTECH",DECT phone,SB67258,"SB67258,,",43191515,-,,
498,85,Non-compliant,1.1 to 2 W,"Telephones - Conference, Voice over Internet Protocol - VoIP",Cisco Systems - CISCO,CP-7832,CP-7832,,43191515,-,,
499,1,Non-compliant,1.1 to 2 W,"Telephones - Corded, Voice over Internet Protocol - VoIP",Unify Software and Solutions GmbH & Co. KG - Unify,OpenScape Desk Phone CP110,OpenScape Desk Phone CP110,,43191508,-,,
500,2,Non-compliant,1.1 to 2 W,"Telephones - Corded, Voice over Internet Protocol - VoIP",Unify Software and Solutions GmbH & Co. KG - Unify,OpenScape Desk Phone CP205,OpenScape Desk Phone CP205,,43191508,-,,
501,3,Non-compliant,1.1 to 2 W,"Telephones - Corded, Voice over Internet Protocol - VoIP",Unify Software and Solutions GmbH & Co. KG - Unify,OpenScape Desk Phone CP210,OpenScape Desk Phone CP210,,43191508,-,,
502,4,Non-compliant,1.1 to 2 W,"Telephones - Corded, Voice over Internet Protocol - VoIP",Unify Software and Solutions GmbH & Co. KG - Unify,OpenScape Desk Phone CP400,OpenScape Desk Phone CP400,,43191508,-,,
503,5,Non-compliant,1.1 to 2 W,"Telephones - Corded, Voice over Internet Protocol - VoIP",Unify Software and Solutions GmbH & Co. KG - Unify,OpenScape Desk Phone CP410,OpenScape Desk Phone CP410,,43191508,-,,
504,6,Non-compliant,1.1 to 2 W,"Telephones - Corded, Voice over Internet Protocol - VoIP",Unify Software and Solutions GmbH & Co. KG - Unify,OpenScape Desk Phone CP600,OpenScape Desk Phone CP600,,43191508,-,,
505,7,Non-compliant,1.1 to 2 W,"Telephones - Corded, Voice over Internet Protocol - VoIP",Unify Software and Solutions GmbH & Co. KG - Unify,OpenScape Desk Phone CP700,OpenScape Desk Phone CP700,,43191508,-,,
506,8,Non-compliant,1.1 to 2 W,"Telephones - Corded, Voice over Internet Protocol - VoIP",Unify Software and Solutions GmbH & Co. KG - Unify,OpenScape Desk Phone CP700X,OpenScape Desk Phone CP700X,,43191508,-,,
507,10,Non-compliant,1.1 to 2 W,"Telephones - Corded, Voice over Internet Protocol - VoIP",Unify Software and Solutions GmbH & Co. KG - Unify,OpenScape Desk Phone IP 35G Eco,OpenScape Desk Phone IP 35G Eco,,43191508,-,,
508,15,Non-compliant,1.1 to 2 W,"Telephones - Corded, Voice over Internet Protocol - VoIP",ALE International - Alcatel-Lucent Enterprise,ALE Deskphones Gamme Essential,"ALE-30h, ALE-20, ALE-20h",,43191508,-,,
509,16,Non-compliant,1.1 to 2 W,"Telephones - Corded, Voice over Internet Protocol - VoIP",ALE International - Alcatel-Lucent Enterprise,ALE Deskphones Enterprise range,"ALE-500, ALE-300, ALE-400",,43191508,-,,
510,17,Non-compliant,1.1 to 2 W,"Telephones - Corded, Voice over Internet Protocol - VoIP",ALE International - Alcatel-Lucent Enterprise,ALE DeskPhones Basic range,H6W; ALE-2; H3P; H3G; ALE-3; H6; H3W; ALE-3W,,43191508,-,,
511,18,Non-compliant,1.1 to 2 W,"Telephones - Corded, Voice over Internet Protocol - VoIP",Avaya Inc - Avaya,J129 IP Phone,J129,,43191508,-,,
512,19,Non-compliant,1.1 to 2 W,"Telephones - Corded, Voice over Internet Protocol - VoIP",Avaya Inc - Avaya,J139,J139,,43191508,-,,
513,20,Non-compliant,1.1 to 2 W,"Telephones - Corded, Voice over Internet Protocol - VoIP",Avaya Inc - Avaya,J159,J159,,43191508,-,,
514,21,Non-compliant,1.1 to 2 W,"Telephones - Corded, Voice over Internet Protocol - VoIP",Avaya Inc - Avaya,J179,J179,"J169,J169,",43191508,-,,
515,22,Non-compliant,1.1 to 2 W,"Telephones - Corded, Voice over Internet Protocol - VoIP",Avaya Inc - Avaya,J189 IP Phone,J189,,43191508,-,,
516,24,Non-compliant,1.1 to 2 W,"Telephones - Corded, Voice over Internet Protocol - VoIP",Cisco Systems - CISCO,CP-6821,CP-6821,,43191508,-,,
517,25,Non-compliant,1.1 to 2 W,"Telephones - Corded, Voice over Internet Protocol - VoIP",Cisco Systems - CISCO,CP-6841,CP-6841,,43191508,-,,
518,26,Non-compliant,1.1 to 2 W,"Telephones - Corded, Voice over Internet Protocol - VoIP",Cisco Systems - CISCO,CP-6851,CP-6851,,43191508,-,,
519,27,Non-compliant,1.1 to 2 W,"Telephones - Corded, Voice over Internet Protocol - VoIP",Cisco Systems - CISCO,CP-6861,CP-6861,,43191508,-,,
520,28,Non-compliant,1.1 to 2 W,"Telephones - Corded, Voice over Internet Protocol - VoIP",Cisco Systems - CISCO,UC Phone,CP-6871,,43191508,-,,
521,29,Non-compliant,1.1 to 2 W,"Telephones - Corded, Voice over Internet Protocol - VoIP",Cisco Systems - CISCO,UC Phone,CP-6871,,43191508,-,,
522,30,Non-compliant,1.1 to 2 W,"Telephones - Corded, Voice over Internet Protocol - VoIP",Cisco Systems - CISCO,CP-7811,CP-7811,",CP-7811,NA",43191508,-,,
523,31,Non-compliant,1.1 to 2 W,"Telephones - Corded, Voice over Internet Protocol - VoIP",Cisco Systems - CISCO,CP-7841,CP-7841,"CP-7841,,1 Corded Base (With 4 line keys) + 1 Handset",43191508,-,,
524,32,Non-compliant,1.1 to 2 W,"Telephones - Corded, Voice over Internet Protocol - VoIP",Cisco Systems - CISCO,CP-7861,CP-7861,",CP-7821,",43191508,-,,
525,35,Non-compliant,1.1 to 2 W,"Telephones - Corded, Voice over Internet Protocol - VoIP",Cisco Systems - CISCO,UC Phone,DP-9841,,43191508,-,,
526,36,Non-compliant,1.1 to 2 W,"Telephones - Corded, Voice over Internet Protocol - VoIP",Cisco Systems - CISCO,UC Phone,DP-9851,,43191508,-,,
527,38,Non-compliant,1.1 to 2 W,"Telephones - Corded, Voice over Internet Protocol - VoIP",HP Inc. - Poly,VVX 250,2201-48820-001,,43191508,-,,
528,39,Non-compliant,1.1 to 2 W,"Telephones - Corded, Voice over Internet Protocol - VoIP",HP Inc. - Poly,VVX 350,2201-48830-001,,43191508,-,,
529,40,Non-compliant,1.1 to 2 W,"Telephones - Corded, Voice over Internet Protocol - VoIP",HP Inc. - Poly,VVX 450,2201-48840-001,,43191508,-,,
530,41,Non-compliant,1.1 to 2 W,"Telephones - Corded, Voice over Internet Protocol - VoIP",HP Inc. - Poly,CCX 350,CCX 350,,43191508,-,,
531,42,Non-compliant,1.1 to 2 W,"Telephones - Corded, Voice over Internet Protocol - VoIP",HP Inc. - Poly,CCX 400,CCX 400,,43191508,-,,
532,44,Non-compliant,1.1 to 2 W,"Telephones - Corded, Voice over Internet Protocol - VoIP",HP Inc. - Poly,Poly Edge B10,Poly Edge B10,,43191508,-,,
533,45,Non-compliant,1.1 to 2 W,"Telephones - Corded, Voice over Internet Protocol - VoIP",HP Inc. - Poly,Poly Edge B20,Poly Edge B20,,43191508,-,,
534,46,Non-compliant,1.1 to 2 W,"Telephones - Corded, Voice over Internet Protocol - VoIP",HP Inc. - Poly,Poly Edge B30,Poly Edge B30,,43191508,-,,
535,57,Non-compliant,1.1 to 2 W,"Telephones - Corded, Voice over Internet Protocol - VoIP",HP Inc. - POLYCOM,VVX 150,2201-48810-001,,43191508,-,,
536,59,Non-compliant,1.1 to 2 W,"Telephones - Corded, Voice over Internet Protocol - VoIP","VTech Telecommunications, Ltd. - VTECH",Hotel corded phone,CTM-S2212,,43191508,-,,
537,60,Non-compliant,1.1 to 2 W,"Telephones - Corded, Voice over Internet Protocol - VoIP","VTech Telecommunications, Ltd. - VTECH",Hotel corded phone,CTM-S2213,,43191508,-,,
538,61,Non-compliant,1.1 to 2 W,"Telephones - Corded, Voice over Internet Protocol - VoIP","VTech Telecommunications, Ltd. - VTECH",CTM-S2312,CTM-S2312,",CTM-S2312,1 Base(One Line) + 1 HS; ,CTM-S2322,1 Base(Two Line) + 1 HS",43191508,-,,
539,70,Non-compliant,1.1 to 2 W,"Telephones - Corded, Voice over Internet Protocol - VoIP","VTech Telecommunications, Ltd. - SNOM",L130,L130,,43191508,-,,
540,71,Non-compliant,1.1 to 2 W,"Telephones - Corded, Voice over Internet Protocol - VoIP","VTech Telecommunications, Ltd. - snom, vtech",D120,D120,",D120,Including low cost version with the same model number; No technical difference; ,ET605,Including low cost version with the same model number; No technical difference",43191508,-,,
541,84,Non-compliant,1.1 to 2 W,"Telephones - Corded, Voice over Internet Protocol - VoIP","VTech Telecommunications, Ltd. - VTECH",VSP805,VSP805,,43191508,-,,
542,87,Non-compliant,2.1 to 3 W,"Telephones - Conference, Voice over Internet Protocol - VoIP",HP Inc. - Poly,Trio 8300 NR,Trio 8300 NR,,43191515,-,,
543,0,Non-compliant,2.1 to 3 W,"Telephones - Corded, Voice over Internet Protocol - VoIP",Mitel Networks Corporation - Mitel,IP Phone,"6905, 6910, 6970, 6920w, 6930w, 6940w, 6915",,43191508,-,,
544,9,Non-compliant,2.1 to 3 W,"Telephones - Corded, Voice over Internet Protocol - VoIP",Unify Software and Solutions GmbH & Co. KG - Unify,OpenScape Desk Phone CP710,OpenScape Desk Phone CP710,,43191508,-,,
545,43,Non-compliant,2.1 to 3 W,"Telephones - Corded, Voice over Internet Protocol - VoIP",HP Inc. - Poly,Business Media Phone,CCX 505,,43191508,-,,
546,47,Non-compliant,2.1 to 3 W,"Telephones - Corded, Voice over Internet Protocol - VoIP",HP Inc. - Poly,IP PHONE,POLY EDGE E100,,43191508,-,,
547,48,Non-compliant,2.1 to 3 W,"Telephones - Corded, Voice over Internet Protocol - VoIP",HP Inc. - Poly,IP PHONE,POLY EDGE E220,,43191508,-,,
548,49,Non-compliant,2.1 to 3 W,"Telephones - Corded, Voice over Internet Protocol - VoIP",HP Inc. - Poly,IP PHONE,POLY EDGE E300,,43191508,-,,
549,50,Non-compliant,2.1 to 3 W,"Telephones - Corded, Voice over Internet Protocol - VoIP",HP Inc. - Poly,IP PHONE,POLY EDGE E320,,43191508,-,,
550,51,Non-compliant,2.1 to 3 W,"Telephones - Corded, Voice over Internet Protocol - VoIP",HP Inc. - Poly,IP PHONE,POLY EDGE E350,,43191508,-,,
551,52,Non-compliant,2.1 to 3 W,"Telephones - Corded, Voice over Internet Protocol - VoIP",HP Inc. - Poly,IP PHONE,POLY EDGE E400,,43191508,-,,
552,53,Non-compliant,2.1 to 3 W,"Telephones - Corded, Voice over Internet Protocol - VoIP",HP Inc. - Poly,IP PHONE,POLY EDGE E450,,43191508,-,,
553,54,Non-compliant,2.1 to 3 W,"Telephones - Corded, Voice over Internet Protocol - VoIP",HP Inc. - Poly,IP PHONE,POLY EDGE E500,,43191508,-,,
554,55,Non-compliant,2.1 to 3 W,"Telephones - Corded, Voice over Internet Protocol - VoIP",HP Inc. - Poly,IP PHONE,POLY EDGE E550,,43191508,-,,
555,58,Non-compliant,2.1 to 3 W,"Telephones - Corded, Voice over Internet Protocol - VoIP",Mitel Networks Corporation - Mitel,"6869i, 6867i, 6865i, 6863i","6869i, 6867i, 6865i, 6863i",,43191508,-,,
556,62,Non-compliant,2.1 to 3 W,"Telephones - Corded, Voice over Internet Protocol - VoIP","VTech Telecommunications, Ltd. - VTECH",Hotel corded phone,"CTM-S2315W, CTM-S2315",,43191508,-,,
557,63,Non-compliant,2.1 to 3 W,"Telephones - Corded, Voice over Internet Protocol - VoIP","VTech Telecommunications, Ltd. - SNOM",SIP Phone corded,D713,,43191508,-,,
558,64,Non-compliant,2.1 to 3 W,"Telephones - Corded, Voice over Internet Protocol - VoIP","VTech Telecommunications, Ltd. - SNOM",SIP Phone corded,"D713,D140,D150",,43191508,-,,
559,65,Non-compliant,2.1 to 3 W,"Telephones - Corded, Voice over Internet Protocol - VoIP","VTech Telecommunications, Ltd. - SNOM",D812,D812,,43191508,-,,
560,66,Non-compliant,2.1 to 3 W,"Telephones - Corded, Voice over Internet Protocol - VoIP","VTech Telecommunications, Ltd. - SNOM",D815,D815,,43191508,-,,
561,67,Non-compliant,2.1 to 3 W,"Telephones - Corded, Voice over Internet Protocol - VoIP","VTech Telecommunications, Ltd. - SNOM",SIP Phone corded,D862,,43191508,-,,
562,68,Non-compliant,2.1 to 3 W,"Telephones - Corded, Voice over Internet Protocol - VoIP","VTech Telecommunications, Ltd. - SNOM",SIP Phone corded,D865,,43191508,-,,
563,69,Non-compliant,2.1 to 3 W,"Telephones - Corded, Voice over Internet Protocol - VoIP","VTech Telecommunications, Ltd. - SNOM",SIP Phone,"D895M,D895",,43191508,-,,
564,82,Non-compliant,2.1 to 3 W,"Telephones - Corded, Voice over Internet Protocol - VoIP","VTech Telecommunications, Ltd. - VTECH",VSP726,VSP726,,43191508,-,,
565,83,Non-compliant,2.1 to 3 W,"Telephones - Corded, Voice over Internet Protocol - VoIP","VTech Telecommunications, Ltd. - VTECH",VSP736,VSP736,,43191508,-,,
566,86,Non-compliant,3.1 W or greater,"Telephones - Conference, Voice over Internet Protocol - VoIP",HP Inc. - Poly,Trio 8300,Trio 8300,,43191515,-,,
567,23,Non-compliant,3.1 W or greater,"Telephones - Corded, Voice over Internet Protocol - VoIP",Cisco Systems - CISCO,8861,8861,",8861,1 Corded Base + 1 Handset",43191508,-,,
568,33,Non-compliant,3.1 W or greater,"Telephones - Corded, Voice over Internet Protocol - VoIP",Cisco Systems - CISCO,CP-8851,CP-8851,",CP-8811,1 Corded Base + 1 Handset; ,CP-8841,1 Corded Base + 1 Handset; ,CP-8851,1 Corded Base + 1 Handset; ,CP-8851NR,1 Corded Base + 1 Handset",43191508,-,,
569,34,Non-compliant,3.1 W or greater,"Telephones - Corded, Voice over Internet Protocol - VoIP",Cisco Systems - CISCO,CP-8851NR,CP-8851NR,",CP-8851NR,NA",43191508,-,,
570,75,Non-compliant,3.1 W or greater,"Telephones - Corded, Voice over Internet Protocol - VoIP","VTech Telecommunications, Ltd. - CISCO",CP-8851NR,CP-8851NR,",CP-8851NR,NA",43191508,-,,
